timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1602583075270,31567,HTTP Request,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:5001 failed to respond,Grupa wątków 1-15,text,false,,2081,0,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,0,0,21509
1602583020310,88694,HTTP Request,200,OK,Grupa wątków 1-32,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,80084,0,6077
1602583020348,88862,HTTP Request,200,OK,Grupa wątków 1-12,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,85116,0,27878
1602583048254,61200,HTTP Request,200,OK,Grupa wątków 1-29,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,60970,0,11886
1602583040964,68512,HTTP Request,200,OK,Grupa wątków 1-42,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,68073,0,7275
1602583040964,68725,HTTP Request,200,OK,Grupa wątków 1-4,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,68264,0,7277
1602583014415,95373,HTTP Request,200,OK,Grupa wątków 1-9,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,94792,0,5896
1602583048273,61618,HTTP Request,200,OK,Grupa wątków 1-25,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,61202,0,16747
1602583048267,62129,HTTP Request,200,OK,Grupa wątków 1-7,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,61350,0,13072
1602583020310,90094,HTTP Request,200,OK,Grupa wątków 1-22,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,88966,0,4117
1602583048252,62863,HTTP Request,200,OK,Grupa wątków 1-36,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,60955,0,7044
1602583103447,32068,HTTP Request,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:5001 failed to respond,Grupa wątków 1-16,text,false,,2081,0,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,0,0,23400
1602583023510,113102,HTTP Request,200,OK,Grupa wątków 1-33,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,92632,0,24731
1602583105466,32955,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Grupa wątków 1-46,text,false,,2806,0,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,0,0,31144
1602583102651,35941,HTTP Request,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:5001 failed to respond,Grupa wątków 1-31,text,false,,2081,0,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,0,0,24815
1602583055298,85982,HTTP Request,200,OK,Grupa wątków 1-26,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,71548,0,11570
1602583056686,84595,HTTP Request,200,OK,Grupa wątków 1-23,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,67612,0,29333
1602583048253,93028,HTTP Request,200,OK,Grupa wątków 1-28,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,76044,0,7056
1602583019663,121622,HTTP Request,200,OK,Grupa wątków 1-17,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,105722,0,2527
1602583048257,93029,HTTP Request,200,OK,Grupa wątków 1-43,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,77127,0,11889
1602583056686,85059,HTTP Request,200,OK,Grupa wątków 1-2,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,69933,0,12254
1602583022190,119567,HTTP Request,200,OK,Grupa wątków 1-20,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,116721,0,26048
1602583067372,74386,HTTP Request,200,OK,Grupa wątków 1-27,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,72583,0,22868
1602583066868,74905,HTTP Request,200,OK,Grupa wątków 1-50,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,72400,0,21596
1602583066379,75915,HTTP Request,200,OK,Grupa wątków 1-24,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,72532,0,20839
1602583048298,94141,HTTP Request,200,OK,Grupa wątków 1-48,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,88173,0,18061
1602583079901,68616,HTTP Request,200,OK,Grupa wątków 1-14,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,67865,0,18796
1602583075265,74513,HTTP Request,200,OK,Grupa wątków 1-45,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,72501,0,16912
